Source,Geography
https://sifted.eu/,Europe
https://siliconcanals.com/,Europe
https://tech.eu/,Europe
https://disrupt-africa.com/,Africa
https://techpoint.africa/,Africa
https://techlabari.com/,Africa
https://www.wamda.com/news,MENA
https://waya.media/,Middle East
